"project_phase","User_uid","Cat","Fox","Marten","Raccoon","garden_type","garden_size","Local_tree_cover","fence_height","compost","Lat","Long","pop_100","dist_water_100","imperv_100","noise_100","tree_cover_100","distance_border","inside","season","covid"
1,310,40,5,4,1,"Kleingarten",800,20,0,"Offen",5812033.01516502,391828.586271827,0.32404813170433,220.372467041016,1.34693443775177,53.6022071838379,1.65660035610199,4219.0125867926,1,"Fall","No"
1,316,6,1,3,4,"Kleingarten",300,20,120,"Offen",5831527.81096047,398284.027362327,133.828231811523,2247.37255859375,35.0922241210938,60.1587600708008,34.648754119873,556.617717027616,1,"Fall","No"
1,317,33,0,0,0,"Wohngrundstueck",60,20,200,"Geschlossen",5817297.49887111,396125.661105176,152.653366088867,180.84211730957,83.4230194091797,51.8382377624512,15.8046808242798,8384.51517615982,1,"Fall","No"
1,319,2,10,1,1,"Wohngrundstueck",500,5,100,"Geschlossen",5807682.31760764,408576.499103882,31.41184425354,585.518737792969,56.7530632019043,55.2691879272461,35.8113975524902,3603.78185662847,1,"Fall","No"
1,320,7,9,0,8,"Kleingarten",700,80,120,"Keiner",5808629.41903418,409916.764297705,24.6280002593994,731.957763671875,42.5591316223145,33.6331977844238,38.2727127075195,3507.73606220963,1,"Fall","No"
1,321,3,0,0,3,"Wohngrundstueck",250,60,120,"Keiner",5811030.7964724,398893.765629147,29.9246711730957,1199.57360839844,39.6511001586914,53.4028663635254,0,3781.82653092152,1,"Fall","No"
1,322,4,7,0,0,"Kleingarten",375,25,125,"Offen",5816517.03250425,405162.432323527,16.5775661468506,476.355102539062,56.3244972229004,48.7952766418457,47.5018348693848,1283.25952010586,1,"Fall","No"
1,324,4,3,0,4,"Wohngrundstueck",860,20,150,"Geschlossen",5808326.49949951,410207.549029042,17.6132164001465,348.303649902344,40.138801574707,52.7517852783203,12.7666368484497,3102.50003058079,1,"Fall","No"
1,327,51,0,0,0,"Wohngrundstueck",500,20,140,"Offen",5820484.61580369,405472.193659506,37.1604042053223,1402.65832519531,78.5700912475586,43.330997467041,21.4660320281982,1385.44915477117,1,"Fall","No"
1,329,7,4,1,0,"Wohngrundstueck",300,10,60,"Geschlossen",5809806.34730794,404136.869123623,43.2942314147949,633.99658203125,64.4672393798828,46.7936134338379,34.4018020629883,3996.78463628142,1,"Fall","No"
1,331,1,0,0,1,"Wohngrundstueck",600,10,150,"Keiner",5816983.73155164,402910.561917028,23.7183570861816,177.431716918945,43.4084091186523,53.0233573913574,55.2385597229004,3419.08636776324,1,"Fall","No"
1,333,7,16,0,3,"Kleingarten",4000,70,0,"Offen",5818228.57016365,401345.371592666,16.8714618682861,114.303092956543,44.9536437988281,62.8676071166992,24.4997177124023,5385.11902243609,1,"Fall","No"
1,334,31,1,7,9,"Wohngrundstueck",400,30,150,"Geschlossen",5816381.94054459,400795.648434294,88.129524230957,1552.78283691406,62.0475921630859,50.8128509521484,29.2439632415771,5240.805232456,1,"Fall","No"
1,336,27,0,0,8,"Wohngrundstueck",750,20,80,"Geschlossen",5810893.97814741,400801.732526354,81.0673904418945,1513.2802734375,56.318286895752,56.6068267822266,38.0991020202637,4283.1923698841,1,"Fall","No"
1,338,0,26,0,0,"Wohngrundstueck",2000,20,100,"Keiner",5817101.16501529,403125.850579075,27.5128059387207,394.461700439453,69.093994140625,52.661735534668,31.584020614624,3275.30768367722,1,"Fall","No"
1,342,22,0,4,1,"Kleingarten",500,10,100,"Geschlossen",5808321.89166258,398924.419576966,13.8418912887573,470.064880371094,49.8889541625977,51.5719299316406,50.5081825256348,1605.82413837285,1,"Fall","No"
1,343,1,1,0,1,"Kleingarten",370,15,85,"Geschlossen",5814976.54336304,396327.884431402,49.8919219970703,949.968078613281,66.7146530151367,71.0367736816406,33.183895111084,6108.65404806517,1,"Fall","No"
1,344,10,2,1,0,"Wohngrundstueck",1000,25,90,"Offen",5812007.66463077,397023.20114671,37.5068244934082,764.830444335938,57.3066864013672,62.2692756652832,41.1621360778809,3417.81474830333,1,"Fall","No"
1,346,5,0,0,0,"Wohngrundstueck",50,30,0,"Keiner",5809784.85251609,397324.837272566,44.1281204223633,655.525268554688,57.0248832702637,59.4615707397461,38.6412582397461,1795.61776019533,1,"Fall","No"
1,347,1,0,0,0,"Wohngrundstueck",420,10,100,"Offen",5807427.34250808,396514.790479966,40.460018157959,1025.23693847656,64.3295288085938,42.3385810852051,37.0402145385742,236.323515707148,1,"Fall","No"
2,381,53,0,0,0,"Kleingarten",450,40,100,"Offen",5830167.02969498,393565.047993614,102.727203369141,647.32275390625,81.6065292358398,52.2224426269531,4.30713891983032,2745.94815907296,1,"Spring","No"
2,382,6,0,0,0,"Wohngrundstueck",1000,5,120,"Offen",5822875.08574773,373331.826543722,43.6494636535645,1107.41540527344,65.6039810180664,61.7252731323242,29.1307811737061,507.547173892802,1,"Spring","No"
2,383,33,2,3,0,"Wohngrundstueck",1000,20,150,"Offen",5829817.50253893,393155.843476788,139.356964111328,519.990661621094,70.2648544311523,49.987247467041,31.4330177307129,3086.37835563135,1,"Spring","No"
2,389,0,1,0,0,"Kleingarten",420,33,100,"Offen",5826614.44023622,392926.376701231,39.5562324523926,125.373954772949,51.600284576416,58.0168075561523,39.2350769042969,5973.26096282872,1,"Spring","No"
2,391,3,6,0,4,"Kleingarten",260,1,80,"Offen",5825466.56480877,375384.194602425,0.137169539928436,168.797485351562,23.21506690979,35.4615631103516,26.7362995147705,818.621822224279,1,"Spring","No"
2,392,3,11,1,1,"Kleingarten",220,15,100,"Geschlossen",5816458.6411399,393530.84027801,287.321350097656,457.089019775391,79.2927932739258,64.4574737548828,0,7753.14873545739,1,"Spring","No"
2,396,12,7,4,0,"Wohngrundstueck",100,10,0,"Keiner",5809685.31211434,374703.073735698,41.2122459411621,328.900756835938,22.4332866668701,48.6635894775391,11.4057626724243,2028.02476992492,1,"Spring","No"
2,403,3,2,0,1,"Wohngrundstueck",150,2,60,"Keiner",5828074.95365995,379568.681509274,37.3998756408691,59.2694091796875,18.2930431365967,38.5829010009766,23.3234176635742,270.553496463195,1,"Spring","No"
2,404,26,0,3,0,"Wohngrundstueck",500,10,150,"Offen",5827936.97739978,396671.118122549,31.9655723571777,1533.23071289062,64.5357284545898,58.6345558166504,36.7211837768555,2110.67560567004,1,"Spring","No"
2,406,92,0,1,1,"Wohngrundstueck",377,15,120,"Geschlossen",5829493.76836091,397152.550849463,25.1444606781006,295.170684814453,60.694278717041,53.5896186828613,49.6972427368164,1049.78731114954,1,"Spring","No"
2,407,7,0,0,0,"Wohngrundstueck",1800,35,170,"Offen",5829108.5252731,395664.623325811,26.4854278564453,1726.65441894531,42.5008659362793,62.1571464538574,42.8329772949219,2561.79165259758,1,"Spring","No"
2,414,30,7,0,0,"Wohngrundstueck",400,30,100,"Offen",5810292.43807874,378012.600445563,30.9869537353516,842.664123535156,16.6427917480469,54.4639205932617,56.8146018981934,1356.56167702322,1,"Spring","No"
2,416,7,0,0,0,"Wohngrundstueck",680,30,140,"Keiner",5809070.76141386,377896.353269984,42.7877731323242,931.842834472656,20.4180221557617,54.3785743713379,62.6598854064941,256.741072976987,1,"Spring","No"
2,417,61,1,0,1,"Wohngrundstueck",40,5,0,"Offen",5821842.0671019,394249.570039515,202.680282592773,1985.23315429688,75.9274826049805,53.0323181152344,16.8853569030762,7698.69261322627,1,"Spring","No"
2,425,34,8,0,6,"Kleingarten",400,10,150,"Geschlossen",5824099.73701226,381357.00303795,0.27628156542778,220.122024536133,0.223066926002502,73.4151458740234,72.6192474365234,4330.93945005461,1,"Spring","No"
2,426,3,5,0,5,"Kleingarten",400,10,100,"Geschlossen",5824590.57016977,380081.362002329,46.5647315979004,182.04719543457,63.2159538269043,62.4328346252441,33.4010772705078,3383.23041304862,1,"Spring","No"
2,435,13,0,0,0,"Wohngrundstueck",50,20,50,"Keiner",5812114.68137288,381443.062301211,100.064018249512,225.759918212891,49.6511993408203,44.6514167785645,53.7886581420898,2923.95028462182,1,"Spring","No"
2,438,11,0,0,0,"Wohngrundstueck",150,5,180,"Geschlossen",5810924.01210843,380709.398456075,60.7929725646973,902.142578125,36.9308738708496,54.2195854187012,10.3273429870605,1635.22064404851,1,"Spring","No"
2,439,4,0,0,0,"Wohngrundstueck",1800,10,80,"Offen",5820061.6821563,400561.459299778,28.655403137207,851.981140136719,75.8300933837891,60.8320503234863,28.8177146911621,4563.96999925085,1,"Spring","No"
2,441,0,0,0,1,"Kleingarten",100,10,100,"Offen",5821201.05096935,382407.779970774,0.398683100938797,80.0641784667969,47.4088516235352,68.7851867675781,51.5615882873535,7090.58578500878,1,"Spring","No"
2,442,35,4,0,0,"Wohngrundstueck",120,10,200,"Geschlossen",5819691.35894991,395713.782588236,415.407592773438,1368.78918457031,95.482063293457,47.0636978149414,0,8872.0687328335,1,"Spring","No"
2,443,1,3,0,2,"Kleingarten",400,20,150,"Offen",5815828.82225498,396534.127612747,0,211.288726806641,30.2947788238525,67.3700790405273,67.669563293457,6987.28902140254,1,"Spring","No"
2,444,56,2,0,8,"Wohngrundstueck",600,45,120,"Geschlossen",5818680.66209476,381759.662484321,28.2276763916016,742.435302734375,13.5302639007568,53.3771705627441,52.9367790222168,6223.23053350794,1,"Spring","No"
2,445,2,3,0,0,"Wohngrundstueck",6,20,180,"Geschlossen",5817286.96452503,398596.602061716,124.209999084473,1016.56750488281,36.5035705566406,56.1457099914551,48.7727508544922,7585.34832891244,1,"Spring","No"
2,449,11,2,1,0,"Wohngrundstueck",800,20,0,"Offen",5819397.42746289,400414.687833934,28.5028781890869,508.919311523438,54.9177398681641,63.6630363464355,47.21240234375,5123.88571797468,1,"Spring","No"
2,451,6,1,0,4,"Kleingarten",320,30,0,"Geschlossen",5817904.82039865,403497.657418035,5.93137645721436,822.668823242188,23.2695255279541,58.2064514160156,47.5478210449219,3252.16496597953,1,"Spring","No"
2,453,16,1,0,1,"Wohngrundstueck",800,25,150,"Offen",5819674.36589329,401652.069588461,37.6688003540039,488.561279296875,62.2915573120117,56.2781753540039,24.6904010772705,4112.36572532915,1,"Spring","No"
2,454,100,2,4,15,"Wohngrundstueck",800,20,120,"Offen",5829213.27638907,384307.56343845,47.1179962158203,865.492004394531,40.6201820373535,52.5898742675781,36.352596282959,3090.15908685759,1,"Spring","No"
2,455,10,0,0,3,"Wohngrundstueck",220,4,200,"Geschlossen",5819109.34096622,404474.593870264,45.4777030944824,577.34619140625,55.7062225341797,55.6073875427246,43.780632019043,2654.21731057209,1,"Spring","No"
2,456,106,3,0,0,"Wohngrundstueck",125,70,80,"Geschlossen",5828761.17158144,384790.711036171,60.2818298339844,594.356079101562,57.5854225158691,51.2762489318848,50.2540092468262,3440.5859969288,1,"Spring","No"
2,459,71,0,0,2,"Wohngrundstueck",240,10,120,"Keiner",5827362.41202263,384597.280222539,162.150985717773,1317.29064941406,58.9546241760254,53.0165519714355,34.3278503417969,4850.49525790586,1,"Spring","No"
2,460,26,2,1,1,"Wohngrundstueck",500,20,120,"Keiner",5816193.83997482,400089.294446124,104.803848266602,1915.80786132812,59.0380897521973,53.6582489013672,23.115514755249,5891.99520410045,1,"Spring","No"
2,464,68,1,0,0,"Wohngrundstueck",350,20,150,"Offen",5817358.34362516,403605.198545272,27.8056468963623,640.03125,67.4008865356445,53.2987251281738,27.6212539672852,3029.71032384687,1,"Spring","No"
2,465,34,9,2,1,"Wohngrundstueck",600,5,0,"Offen",5816990.66341927,402617.736239293,25.9322242736816,276.941558837891,55.0910453796387,53.5157852172852,38.7728958129883,3687.75267118092,1,"Spring","No"
2,466,228,0,0,2,"Wohngrundstueck",400,10,123,"Offen",5816653.05014446,402846.901130049,21.5655746459961,48.3706474304199,47.6098518371582,52.8496475219727,31.5684356689453,3332.63262636201,1,"Spring","No"
2,467,48,2,0,0,"Wohngrundstueck",700,30,220,"Geschlossen",5820357.68818993,383739.322913779,168.805389404297,509.655883789062,87.1217651367188,60.0471534729004,10.2300319671631,8226.45441858974,1,"Spring","No"
2,468,58,0,4,3,"Wohngrundstueck",500,8,100,"Keiner",5815824.4013076,405932.806398154,29.2601566314697,1442.92810058594,24.0092945098877,41.2999687194824,42.6589241027832,255.894318363354,1,"Spring","No"
2,471,11,0,0,0,"Wohngrundstueck",400,25,0,"Offen",5811991.10770272,396850.372452871,35.0148620605469,635.263549804688,55.6977424621582,56.2554321289062,44.8659057617188,3346.00356041573,1,"Spring","No"
2,474,5,2,0,0,"Wohngrundstueck",400,30,200,"Geschlossen",5811086.05155901,395666.327207918,93.5030059814453,766.651611328125,69.7891693115234,52.603328704834,34.9813804626465,2161.4276440528,1,"Spring","No"
2,475,51,22,0,0,"Wohngrundstueck",680,20,100,"Offen",5810819.89788796,395750.907666828,56.6604309082031,924.49267578125,60.7075309753418,54.9067268371582,48.6006202697754,1917.87701169816,1,"Spring","No"
2,476,4,0,1,1,"Kleingarten",500,20,100,"Offen",5831191.98744984,387308.130931495,0,115.937477111816,17.6474113464355,41.7494277954102,41.5819931030273,422.9935091152,1,"Spring","No"
2,477,143,0,0,0,"Wohngrundstueck",350,0,120,"Keiner",5808658.41742155,396714.461192946,32.0978622436523,965.476867675781,58.6157722473145,49.2258605957031,32.5446357727051,794.623434244281,1,"Spring","No"
2,478,38,2,0,28,"Kleingarten",600,20,100,"Keiner",5830717.56440385,386256.904485655,44.4267768859863,272.619171142578,37.7544326782227,51.7008476257324,50.3821449279785,1331.86187344854,1,"Spring","No"
2,480,7,1,0,0,"Wohngrundstueck",1000,60,110,"Geschlossen",5808696.72609636,396633.015274436,25.9295635223389,1046.26379394531,60.1655044555664,55.563175201416,24.7187881469727,730.097202611008,1,"Spring","No"
2,483,25,1,0,2,"Kleingarten",600,10,130,"Offen",5815307.7291604,398670.881586297,30.8587989807129,632.517761230469,58.4856262207031,54.0960121154785,32.5334014892578,7086.55850398909,1,"Spring","No"
2,486,66,3,0,1,"Wohngrundstueck",400,10,0,"Keiner",5810125.24156382,399059.122659558,27.8671321868896,548.854248046875,31.2033672332764,58.4624977111816,3.79571533203125,3401.81606085937,1,"Spring","No"
2,487,5,2,0,4,"Wohngrundstueck",650,10,100,"Geschlossen",5811529.22132378,397862.039258285,26.9699249267578,930.955810546875,56.2170104980469,53.0923728942871,51.2798309326172,3393.13694907853,1,"Spring","No"
2,488,9,0,1,6,"Wohngrundstueck",1500,30,120,"Offen",5811204.24750966,397897.894192256,71.3862380981445,703.452453613281,49.6959800720215,53.7798538208008,38.585391998291,3167.69723067569,1,"Spring","No"
2,489,12,0,0,1,"Wohngrundstueck",350,20,100,"Offen",5810229.51579873,398469.216061983,50.8800048828125,315.277862548828,71.0330276489258,61.3880386352539,37.8177680969238,2998.56400675741,1,"Spring","No"
2,490,0,8,0,0,"Kleingarten",200,2,80,"Offen",5816055.2703044,386953.821724189,95.4969482421875,399.752166748047,29.1951217651367,52.0196533203125,6.70878314971924,7856.15124188521,1,"Spring","No"
2,491,0,1,0,0,"Wohngrundstueck",500,2,150,"Geschlossen",5811565.23970719,385678.747261521,119.280395507812,348.718719482422,25.1466770172119,51.4161109924316,31.9498767852783,3234.24279378796,1,"Spring","No"
2,493,5,0,0,0,"Wohngrundstueck",600,10,150,"Offen",5808890.36023113,398713.656529412,51.552375793457,455.119018554688,75.112060546875,55.2234344482422,20.6073703765869,2180.58387851822,1,"Spring","No"
2,496,9,1,0,2,"Wohngrundstueck",1,20,160,"Offen",5827775.11470441,389114.466431812,72.9911956787109,200.294097900391,58.8848533630371,48.2093162536621,41.3694648742676,3878.56035893249,1,"Spring","No"
2,503,12,0,0,9,"Wohngrundstueck",300,2,160,"Geschlossen",5815698.91958438,400452.480287332,89.5649108886719,1875.23559570312,61.7006607055664,55.0657234191895,39.3538246154785,5419.35945851809,1,"Spring","No"
2,504,2,10,0,4,"Wohngrundstueck",600,30,0,"Geschlossen",5812035.55957562,400363.18314722,46.911003112793,444.516876220703,56.4681091308594,53.3198509216309,42.885498046875,5407.25667074,1,"Spring","No"
2,505,16,1,0,1,"Wohngrundstueck",200,10,230,"Geschlossen",5808178.08392032,400905.418829714,59.5125045776367,1130.98999023438,55.8973350524902,52.4424858093262,34.2034645080566,1600.40740972488,1,"Spring","No"
2,508,6,0,1,12,"Wohngrundstueck",1142,35,0,"Offen",5815605.30859922,401839.816145735,12.0192003250122,474.043640136719,58.2791709899902,58.9533195495605,40.9416007995605,4051.76093600973,1,"Spring","No"
2,509,69,20,1,0,"Wohngrundstueck",620,20,100,"Geschlossen",5811317.48784682,388770.66939963,46.9397735595703,331.988708496094,64.8664321899414,56.3500900268555,29.1934757232666,3524.99989175746,1,"Spring","No"
2,511,25,1,0,0,"Wohngrundstueck",120,5,60,"Keiner",5809569.62914194,388905.230484482,66.7821960449219,1141.37329101562,67.0599136352539,49.9267883300781,31.4479179382324,2157.33425883882,1,"Spring","No"
2,512,1,8,0,0,"Wohngrundstueck",500,20,100,"Geschlossen",5808078.22862676,391135.36338908,75.4862899780273,1560.43505859375,53.5648651123047,54.161678314209,51.7099151611328,1329.29364335353,1,"Spring","No"
2,513,1,21,0,3,"Wohngrundstueck",800,10,100,"Geschlossen",5815571.52366925,402224.38193409,29.3419990539551,92.4762725830078,53.9083099365234,64.4770812988281,37.9760093688965,3675.44760700504,1,"Spring","No"
2,517,6,0,1,1,"Wohngrundstueck",500,20,120,"Geschlossen",5808232.64943843,403131.277964482,38.1265335083008,491.952789306641,30.0164260864258,59.529426574707,18.9350681304932,2664.88699640501,1,"Spring","No"
2,518,0,1,0,0,"Kleingarten",400,10,100,"Geschlossen",5814886.14825264,390321.703319735,182.065612792969,954.434143066406,64.4993133544922,65.0690460205078,18.4184970855713,7380.31901879726,1,"Spring","No"
2,519,0,0,0,2,"Wohngrundstueck",60,15,120,"Keiner",5806168.38304217,402700.583907507,35.4358367919922,2064.96997070312,69.9331893920898,56.3340339660645,33.2679023742676,846.665327975299,1,"Spring","No"
2,520,160,8,0,0,"Wohngrundstueck",550,20,90,"Offen",5805993.51479352,403557.464181599,29.5667839050293,1837.25573730469,52.3136215209961,59.5085182189941,47.0425071716309,445.857637271577,1,"Spring","No"
2,521,22,0,0,0,"Wohngrundstueck",150,10,150,"Keiner",5816684.44176899,390366.340791998,193.651412963867,265.898071289062,76.4206848144531,58.8202247619629,14.727071762085,9092.39186301671,1,"Spring","No"
2,522,5,0,3,1,"Wohngrundstueck",1000,10,150,"Geschlossen",5815459.87511402,404929.927330209,32.3721466064453,1098.8759765625,59.1192283630371,53.4783973693848,39.2701301574707,1006.62596542056,1,"Spring","No"
2,523,2,0,0,0,"Wohngrundstueck",1000,10,160,"Offen",5814172.91998848,403655.367186138,35.6426963806152,751.36376953125,57.2827072143555,51.2517051696777,30.6081771850586,2041.58353604884,1,"Spring","No"
2,524,15,0,0,0,"Wohngrundstueck",500,80,160,"Offen",5815297.71093093,404929.678118351,36.5280570983887,1253.82263183594,79.3827285766602,56.1627807617188,18.7056655883789,975.759388980674,1,"Spring","No"
2,525,6,0,0,0,"Wohngrundstueck",1200,10,140,"Keiner",5814661.18390932,405669.298276492,27.023796081543,2124.07446289062,46.0107879638672,41.2030982971191,48.5478591918945,232.383519192007,1,"Spring","No"
2,528,32,1,0,0,"Wohngrundstueck",250,10,110,"Offen",5811411.8755039,404996.985547091,29.6850280761719,395.52734375,53.8651847839355,50.1788902282715,49.3425102233887,2935.6749967757,1,"Spring","No"
2,529,23,7,0,1,"Wohngrundstueck",1200,20,160,"Geschlossen",5826887.13043006,391491.801287598,137.721893310547,800.579711914062,71.6709671020508,54.6114311218262,13.4786691665649,5409.71443842983,1,"Spring","No"
2,530,28,2,0,0,"Wohngrundstueck",800,15,150,"Offen",5808945.92895229,404234.356225112,31.4582366943359,260.038726806641,26.4447956085205,47.3903884887695,53.7136077880859,3137.42675597645,1,"Spring","No"
2,531,0,0,1,0,"Kleingarten",750,15,150,"Geschlossen",5807913.44521172,403689.513861802,5.00575494766235,76.5668258666992,36.6868324279785,54.456729888916,36.0345153808594,2172.71357726282,1,"Spring","No"
2,533,4,9,4,3,"Wohngrundstueck",500,50,200,"Geschlossen",5811691.30704337,407286.439762995,59.8158226013184,52.4920883178711,65.210823059082,62.181827545166,8.25664520263672,2425.92938112543,1,"Spring","No"
2,535,101,0,4,6,"Wohngrundstueck",650,20,100,"Offen",5812832.6735266,407151.189220522,41.4867973327637,1200.06115722656,55.4338455200195,63.7441329956055,45.0571136474609,1285.46915505582,1,"Spring","No"
2,536,4,1,0,15,"Wohngrundstueck",400,25,120,"Geschlossen",5826561.60044648,391337.009950817,106.751998901367,785.640869140625,59.8006973266602,62.9759979248047,32.0847358703613,5650.41238489876,1,"Spring","No"
2,539,0,0,0,1,"Kleingarten",1000,20,0,"Offen",5810427.22969182,410882.844815489,24.0428886413574,320.765075683594,27.1831932067871,44.1704139709473,30.2688674926758,2136.93088787898,1,"Spring","No"
2,548,2,1,0,0,"Wohngrundstueck",150,10,80,"Offen",5827499.8193053,393062.612706351,12.1712207794189,657.991516113281,84.9269790649414,58.9986305236816,12.1956081390381,5423.08506869541,1,"Spring","No"
2,549,19,0,2,3,"Wohngrundstueck",300,20,120,"Offen",5829489.34406052,385907.209287893,51.6722145080566,667.993591308594,39.638916015625,47.7947883605957,40.2193222045898,2577.86553893386,1,"Spring","No"
2,550,22,0,0,0,"Wohngrundstueck",850,15,120,"Keiner",5830715.01197387,396329.206969187,33.1082496643066,539.78125,64.392463684082,63.6748123168945,30.2101154327393,2119.1981215044,1,"Spring","No"
2,553,4,0,0,2,"Kleingarten",340,30,120,"Offen",5821930.78734401,395190.518243246,15.6875638961792,1535.06774902344,57.7158126831055,53.3828811645508,53.4232406616211,7098.2704243609,1,"Spring","No"
2,555,0,23,0,0,"Kleingarten",450,25,140,"Offen",5809133.02467796,384576.571532901,17.5437965393066,26.5360851287842,32.5078620910645,62.8870620727539,25.7764053344727,605.045882564223,1,"Spring","No"
2,557,54,24,0,6,"Wohngrundstueck",460,5,120,"Offen",5811896.54232953,400689.409888894,32.8666152954102,694.596435546875,23.4138584136963,53.4475021362305,28.7335796356201,5295.32042112985,1,"Spring","No"
2,558,12,1,1,18,"Kleingarten",230,20,40,"Offen",5813479.98481389,371953.971775844,0.315083205699921,207.771179199219,39.6920928955078,35.0273056030273,16.1311511993408,215.93273422549,1,"Spring","No"
2,560,2,0,0,1,"Wohngrundstueck",1100,30,120,"Offen",5830680.40728374,396262.098319036,32.9963035583496,507.474609375,40.7491760253906,62.452564239502,43.8370971679688,2182.33333888014,1,"Spring","No"
2,561,23,0,0,1,"Wohngrundstueck",200,10,180,"Keiner",5810046.31260979,378362.095905919,55.6058692932129,1199.31188964844,26.0220317840576,61.7803192138672,14.3917980194092,1002.27997039259,1,"Spring","No"
2,562,111,0,0,0,"Wohngrundstueck",160,20,150,"Geschlossen",5816469.63598021,393565.647091861,222.856460571289,419.936798095703,67.0134353637695,63.2444076538086,8.5621976852417,7767.66202209831,1,"Spring","No"
2,563,19,4,0,1,"Wohngrundstueck",300,10,110,"Offen",5810212.74984108,382637.464204801,47.8702507019043,683.076477050781,35.3646278381348,48.7403755187988,55.9082489013672,2083.49267912437,1,"Spring","No"
2,566,10,0,0,0,"Wohngrundstueck",100,15,80,"Keiner",5820410.14446766,381458.392449006,111.439872741699,236.009582519531,55.0161895751953,67.3627319335938,25.7406558990479,5979.86549548153,1,"Spring","No"
2,567,1,0,0,0,"Kleingarten",270,15,100,"Geschlossen",5821129.51265199,383385.037088995,0,218.546646118164,39.2799034118652,70.9748306274414,70.1309204101562,7927.9258420565,1,"Spring","No"
2,569,1,7,0,0,"Wohngrundstueck",180,25,90,"Geschlossen",5812852.45811056,381015.138754984,80.4124145507812,648.520324707031,28.6086330413818,50.6260833740234,41.3413772583008,3584.13912268358,1,"Spring","No"
2,572,14,0,0,2,"Wohngrundstueck",1400,20,150,"Offen",5833558.53622898,398412.070825926,39.1666526794434,554.174133300781,65.9355850219727,57.6620597839355,32.8066024780273,869.628072946193,1,"Spring","No"
2,574,4,7,0,0,"Kleingarten",300,100,120,"Offen",5813299.70686257,391516.026190403,0.300000011920929,65.4576721191406,99.0705032348633,62.2184028625488,1.11036670207977,5509.02670092027,1,"Spring","No"
2,578,1,0,0,3,"Wohngrundstueck",350,10,90,"Geschlossen",5826385.19397621,388422.475637778,60.4195365905762,540.770690917969,64.4105834960938,55.755126953125,35.1639518737793,5256.92805000317,1,"Spring","No"
2,580,36,0,0,0,"Wohngrundstueck",700,10,120,"Offen",5807820.82755784,386642.472581807,60.0900001525879,504.139617919922,55.8205070495605,44.2577438354492,47.8265533447266,82.3813285190809,1,"Spring","No"
2,581,94,0,0,0,"Wohngrundstueck",100,14,0,"Keiner",5811899.92535581,394394.542740365,98.8216705322266,196.50959777832,54.838623046875,51.9869499206543,28.8108825683594,3142.69484975751,1,"Spring","No"
2,583,11,0,0,0,"Kleingarten",400,5,0,"Offen",5830055.65345298,393460.462447628,19.7802581787109,589.579833984375,42.7436180114746,53.5834045410156,22.2999725341797,2840.75327663656,1,"Spring","No"
2,588,14,0,0,0,"Wohngrundstueck",50,20,50,"Keiner",5818460.42246092,376546.691500164,27.1383838653564,371.941680908203,44.3608322143555,50.2872314453125,47.7896499633789,1318.53766263968,1,"Spring","No"
2,590,22,0,0,2,"Wohngrundstueck",600,5,155,"Geschlossen",5827661.51392558,394960.961854629,9.52195739746094,654.180297851562,59.2544860839844,60.7357406616211,55.4234390258789,3677.75751903559,1,"Spring","No"
2,592,11,0,2,6,"Kleingarten",600,5,100,"Offen",5828302.63417468,392373.048992983,17.1849727630615,718.964965820312,50.9607429504395,50.7236671447754,62.276195526123,4569.38422972387,1,"Spring","No"
2,593,106,0,0,1,"Kleingarten",300,10,100,"Geschlossen",5822828.12497233,385626.538589649,2.52354073524475,468.614135742188,70.1237945556641,56.3685111999512,27.970193862915,8151.6709007661,1,"Spring","No"
2,594,0,6,0,1,"Kleingarten",400,10,150,"Offen",5821790.50371459,394701.664488243,0.95517772436142,1864.39074707031,56.117015838623,74.7162246704102,11.3242139816284,7488.68754506169,1,"Spring","No"
2,596,8,2,0,4,"Kleingarten",250,25,150,"Offen",5818208.29493597,383621.069916946,0,312.227691650391,48.6622772216797,72.2507019042969,48.4162216186523,8126.29528333542,1,"Spring","No"
2,597,3,0,0,0,"Kleingarten",400,20,125,"Geschlossen",5822644.71091211,385646.541108484,1.38520002365112,576.148132324219,55.3770370483398,58.3140335083008,57.7688484191895,8279.67289997513,1,"Spring","No"
2,599,21,0,0,11,"Wohngrundstueck",829,20,140,"Offen",5819611.7591565,376491.485804031,35.8950805664062,643.742065429688,62.515926361084,53.4899635314941,36.6727142333984,966.387070146571,1,"Spring","No"
2,600,0,1,0,0,"Kleingarten",250,40,100,"Keiner",5824042.9534024,391926.1107431,143.677200317383,1717.45861816406,66.5493087768555,55.2300987243652,23.5834999084473,8039.08165697858,1,"Spring","No"
2,601,0,0,1,0,"Kleingarten",400,10,80,"Keiner",5822560.59750274,385696.853266642,2.11966800689697,534.986206054688,76.2938842773438,64.1369476318359,27.3002948760986,8361.16114413507,1,"Spring","No"
2,603,7,0,0,0,"Wohngrundstueck",1500,20,100,"Keiner",5819736.81069079,401749.041761078,56.4220008850098,468.536468505859,65.5967178344727,54.3039855957031,18.7741279602051,3989.08097895439,1,"Spring","No"
2,604,23,1,0,7,"Wohngrundstueck",500,20,150,"Offen",5816502.30633859,401924.148288564,12.2824716567993,737.675415039062,59.0332717895508,55.0593070983887,42.5300712585449,4156.07041149127,1,"Spring","No"
2,606,2,5,0,0,"Kleingarten",350,20,100,"Offen",5816093.03429499,386990.210004017,61.4858093261719,363.705535888672,35.2327651977539,53.1198348999023,6.51069211959839,7907.80045305639,1,"Spring","No"
